run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR598973	SAMEA2620929	ERX556107	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598973/ERR598973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598973/ERR598973_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598973/APY_AAGIOSF_2_1_70M2RAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598973/APY_AAGIOSF_2_2_70M2RAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598973	
ERR599138	SAMEA2620404	ERX556056	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599138/ERR599138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599138/ERR599138_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599138/APY_ACEIOSF_6_1_D1BP5ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599138/APY_ACEIOSF_6_2_D1BP5ACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599138	
ERR598976	SAMEA2623850	ERX555957	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598976/ERR598976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598976/ERR598976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598976/APY_AGPIOSF_7_1_C18DBACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598976/APY_AGPIOSF_7_2_C18DBACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598976	
ERR599140	SAMEA2619667	ERX556002	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599140/ERR599140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599140/ERR599140_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599140/APY_ABDIOSF_6_1_D0745ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599140/APY_ABDIOSF_6_2_D0745ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599140	
ERR598982	SAMEA2620950	ERX556046	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598982/ERR598982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598982/ERR598982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598982/APY_AAHIOSF_4_1_70M2RAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598982/APY_AAHIOSF_4_2_70M2RAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598982	
ERR599142	SAMEA2623059	ERX556094	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599142/ERR599142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599142/ERR599142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599142/APY_AFIIOSF_6_1_C11W9ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599142/APY_AFIIOSF_6_2_C11W9ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599142	
ERR598986	SAMEA2623868	ERX556040	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598986/ERR598986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598986/ERR598986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598986/APY_AGQIOSF_8_1_C18DBACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598986/APY_AGQIOSF_8_2_C18DBACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598986	
ERR599145	SAMEA2620081	ERX556015	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599145/ERR599145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599145/ERR599145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599145/APY_ADNIOSF_2_1_D1BKNACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599145/APY_ADNIOSF_2_2_D1BKNACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599145	
ERR598993	SAMEA2619667	ERX555914	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598993/ERR598993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598993/ERR598993_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598993/APY_ABDIOSF_4_1_C120RACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598993/APY_ABDIOSF_4_2_C120RACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598993	
ERR599148	SAMEA2621216	ERX555959	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599148/ERR599148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599148/ERR599148_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599148/APY_AARIOSF_1_1_D1BR1ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599148/APY_AARIOSF_1_2_D1BR1ACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599148	
ERR599012	SAMEA2620756	ERX556129	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599012/ERR599012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599012/ERR599012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599012/APY_AEXIOSF_6_1_D1BN1ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599012/APY_AEXIOSF_6_2_D1BN1ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599012	
ERR599149	SAMEA2621092	ERX556020	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599149/ERR599149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599149/ERR599149_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599149/APY_AAPIOSF_7_1_D0745ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599149/APY_AAPIOSF_7_2_D0745ACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599149	
ERR599037	SAMEA2620097	ERX556021	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599037/ERR599037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599037/ERR599037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599037/APY_ADIIOSF_7_1_C173FACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599037/APY_ADIIOSF_7_2_C173FACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599037	
ERR599150	SAMEA2620786	ERX556127	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599150/ERR599150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599150/ERR599150_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599150/APY_AAAIOSF_1_1_C1GMEACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599150/APY_AAAIOSF_1_2_C1GMEACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599150	
ERR599042	SAMEA2622021	ERX555928	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599042/ERR599042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599042/ERR599042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599042/APY_ACTIOSF_1_1_D074KACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599042/APY_ACTIOSF_1_2_D074KACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599042	
ERR599151	SAMEA2622759	ERX556076	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599151/ERR599151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599151/ERR599151_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599151/APY_AEHIOSF_8_1_D17A8ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599151/APY_AEHIOSF_8_2_D17A8ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599151	
ERR599066	SAMEA2622817	ERX555908	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599066/ERR599066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599066/ERR599066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599066/APY_AEKIOSF_8_1_D17A8ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599066/APY_AEKIOSF_8_2_D17A8ACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599066	
ERR599154	SAMEA2621232	ERX556131	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599154/ERR599154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599154/ERR599154_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599154/APY_AASIOSF_8_1_D0745ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599154/APY_AASIOSF_8_2_D0745ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599154	
ERR599071	SAMEA2622048	ERX555944	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599071/ERR599071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599071/ERR599071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599071/APY_ACVIOSF_7_1_D1C0BACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599071/APY_ACVIOSF_7_2_D1C0BACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599071	
ERR599162	SAMEA2623426	ERX556121	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599162/ERR599162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599162/ERR599162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599162/APY_AFTIOSF_4_1_C18R8ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599162/APY_AFTIOSF_4_2_C18R8ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599162	
ERR599078	SAMEA2623886	ERX556054	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599078/ERR599078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599078/ERR599078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599078/APY_AGRIOSF_1_1_D1NKNACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599078/APY_AGRIOSF_1_2_D1NKNACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599078	
ERR599164	SAMEA2620815	ERX555905	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599164/ERR599164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599164/ERR599164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599164/APY_AACIOSF_3_1_D1E00ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599164/APY_AACIOSF_3_2_D1E00ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599164	
ERR599101	SAMEA2621272	ERX556075	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599101/ERR599101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599101/ERR599101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599101/APY_AAVIOSF_5_1_C120YACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599101/APY_AAVIOSF_5_2_C120YACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599101	
ERR599165	SAMEA2621066	ERX555918	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599165/ERR599165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599165/ERR599165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599165/APY_AANIOSF_3_1_D1E00ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599165/APY_AANIOSF_3_2_D1E00ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599165	
ERR599103	SAMEA2621037	ERX556041	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599103/ERR599103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599103/ERR599103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599103/APY_AALIOSF_7_1_70M2RAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599103/APY_AALIOSF_7_2_70M2RAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599103	
ERR599166	SAMEA2623649	ERX555973	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599166/ERR599166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599166/ERR599166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599166/APY_AGDIOSF_6_1_C1CL0ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599166/APY_AGDIOSF_6_2_C1CL0ACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599166	
ERR599111	SAMEA2619907	ERX556025	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599111/ERR599111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599111/ERR599111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599111/APY_ABNIOSF_1_1_D1C0BACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599111/APY_ABNIOSF_1_2_D1C0BACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599111	
ERR599168	SAMEA2622219	ERX556001	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599168/ERR599168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599168/ERR599168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599168/APY_ADDIOSF_4_1_64TALAAXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599168/APY_ADDIOSF_4_2_64TALAAXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599168	
ERR599114	SAMEA2622817	ERX556044	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599114/ERR599114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599114/ERR599114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599114/APY_AEKIOSF_6_1_D17A8ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599114/APY_AEKIOSF_6_2_D17A8ACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599114	
ERR599170	SAMEA2623808	ERX556037	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599170/ERR599170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599170/ERR599170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599170/APY_AGMIOSF_5_1_C18DBACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599170/APY_AGMIOSF_5_2_C18DBACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599170	
ERR599116	SAMEA2619818	ERX556022	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599116/ERR599116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599116/ERR599116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599116/APY_ABIIOSF_2_1_D172HACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599116/APY_ABIIOSF_2_2_D172HACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599116	
ERR599174	SAMEA2621013	ERX555975	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599174/ERR599174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599174/ERR599174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599174/APY_AAKIOSF_1_1_C179JACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599174/APY_AAKIOSF_1_2_C179JACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599174	
ERR599120	SAMEA2621990	ERX555979	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599120/ERR599120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599120/ERR599120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599120/APY_ACSIOSF_5_1_D072HACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599120/APY_ACSIOSF_5_2_D072HACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599120	
ERR599126	SAMEA2621198	ERX555999	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599126/ERR599126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599126/ERR599126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599126/APY_AAQIOSF_2_1_C120YACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599126/APY_AAQIOSF_2_2_C120YACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599126	
ERR599135	SAMEA2621066	ERX556111	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599135/ERR599135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599135/ERR599135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599135/APY_AANIOSF_6_1_D0745ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599135/APY_AANIOSF_6_2_D0745ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599135	
ERR599141	SAMEA2620230	ERX556118	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599141/ERR599141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599141/ERR599141_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599141/APY_ACBIOSF_2_1_D074HACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599141/APY_ACBIOSF_2_2_D074HACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599141	
ERR599144	SAMEA2620970	ERX556084	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599144/ERR599144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599144/ERR599144_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599144/APY_AAIIOSF_7_1_63A2BAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599144/APY_AAIIOSF_7_2_63A2BAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599144	
ERR599146	SAMEA2620855	ERX556091	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599146/ERR599146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599146/ERR599146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599146/APY_AADIOSF_8_1_D1E00ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599146/APY_AADIOSF_8_2_D1E00ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599146	
ERR599156	SAMEA2622837	ERX555935	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599156/ERR599156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599156/ERR599156_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599156/APY_AELIOSF_7_1_D179JACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599156/APY_AELIOSF_7_2_D179JACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599156	
ERR599160	SAMEA2622710	ERX556126	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599160/ERR599160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599160/ERR599160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599160/APY_AEFIOSF_6_1_D179JACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599160/APY_AEFIOSF_6_2_D179JACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599160	
ERR599163	SAMEA2622097	ERX555916	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599163/ERR599163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599163/ERR599163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599163/APY_ACXIOSF_3_1_D172HACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599163/APY_ACXIOSF_3_2_D172HACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599163	
ERR599172	SAMEA2620097	ERX556100	PRJEB1787	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599172/ERR599172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599172/ERR599172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599172/APY_ADIIOSF_2_1_D0EFNACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599172/APY_ADIIOSF_2_2_D0EFNACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599172	
ERR2762104	SAMEA4396441	ERX2775057	PRJEB9742	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/004/ERR2762104/ERR2762104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/004/ERR2762104/ERR2762104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR276/ERR2762104/BNA_AACOSW_2_1_C7BJ1ACXX.IND31_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR276/ERR2762104/BNA_AACOSW_2_2_C7BJ1ACXX.IND31_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR276/004/ERR2762104	
